ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,model_family,watchlist_reason,event_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence,financial_persistence_score,roic_above_wacc_years,cyclicality,model_confidence,risk_flags
GLUE,"Monte Rosa Therapeutics, Inc.",NASDAQ,common_stock,False,2021-06-24,Healthcare,Biotechnology,US,65122832.98245613,1.602,1113600444.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,17.1,2026-06-11,1113600444.0,19106587.823125,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLS,"SELLAS Life Sciences Group, Inc.",NASDAQ,common_stock,False,2008-03-12,Healthcare,Biotechnology,US,142442000.0,2.526,1093954560.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,7.75,2026-06-11,1103925500.0,50035155.2559375,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCB,Coastal Financial Corporation,NASDAQ,common_stock,False,2018-07-19,Financial Services,Banks - Regional,US,15248800.000000002,0.732,1090899152.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,71.99,2026-06-11,1097761112.0,11009646.576875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVRA,Savara Inc.,NASDAQ,common_stock,False,2017-04-28,Healthcare,Biotechnology,US,204927000.00000003,0.269,1041029160.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,5.27,2026-06-11,1079965290.0,8841008.9890625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBET,"Sharplink, Inc.",NASDAQ,common_stock,False,1997-05-21,Financial Services,Financial - Capital Markets,US,197159000.0,9.995138,1017340440.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,5.43,2026-06-11,1070573370.0,49108601.506875,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCFC,OceanFirst Financial Corp.,NASDAQ,common_stock,False,1996-07-03,Financial Services,Banks - Regional,US,57600069.02173913,0.971,1043137249.5899999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,18.4,2026-06-11,1059841270.0,16045231.5071875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCSL,Oaktree Specialty Lending Corporation,NASDAQ,common_stock,False,2008-06-12,Financial Services,Financial - Credit Services,US,88085523.02576892,0.569,1059668841.6899999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,12.03,2026-06-11,1059668842.0000001,11500720.9121875,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFT,"Safety Insurance Group, Inc.",NASDAQ,common_stock,False,2002-11-22,Financial Services,Insurance - Property & Casualty,US,14683434.005843883,0.228,1052361714.78,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,71.87,2026-06-11,1055298402.0,7720912.3896875,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EYPT,"EyePoint Pharmaceuticals, Inc.",NASDAQ,common_stock,False,2005-01-27,Healthcare,Biotechnology,US,83841298.0,1.748,1033763204.34,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,12.5,2026-06-11,1048016225.0,12834811.1190625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFFN,"Capitol Federal Financial, Inc.",NASDAQ,common_stock,False,1999-04-01,Financial Services,Banks - Regional,US,126770000.0,0.686,1023033900.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,8.15,2026-06-11,1033175500.0,6627549.63875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBN,Northeast Bank,NASDAQ,common_stock,False,1987-08-19,Financial Services,Banks - Regional,US,7977689.999222939,0.587,991786420.8,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,128.69,2026-06-11,1026648926.0,15804220.6546875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSUN,FirstSun Capital Bancorp,NASDAQ,common_stock,False,2022-08-03,Financial Services,Banks - Regional,US,27819502.98994292,0.22,1015411859.5,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,36.79,2026-06-11,1023479515.0,8829705.2521875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUP,"Trupanion, Inc.",NASDAQ,common_stock,False,2014-07-18,Financial Services,Insurance - Specialty,US,43620472.00515243,1.425,1015920792.88,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,23.29,2026-06-11,1015920793.0,9852800.618125,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABSI,Absci Corporation,NASDAQ,common_stock,False,2021-07-22,Healthcare,Biotechnology,US,155905000.0,2.457,1014941550.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,6.51,2026-06-11,1014941550.0,21873666.105,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIVE,HIVE Digital Technologies Ltd.,NASDAQ,common_stock,False,2011-02-02,Financial Services,Information Technology Services,US,267430821.10817942,3.719,1013562811.59,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,3.79,2026-06-11,1013562812.0,71055248.5040625,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBNC,"Horizon Bancorp, Inc.",NASDAQ,common_stock,False,2002-01-09,Financial Services,Banks - Regional,US,51329763.98565574,0.827,1001956993.28,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,19.52,2026-06-11,1001956993.0,5792470.7265625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHRB,Burke & Herbert Financial Services Corp.,NASDAQ,common_stock,False,2003-10-07,Financial Services,Banks - Regional,US,15021767.00331625,0.25,992938798.6999999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,66.34,2026-06-11,996544023.0,9979846.810625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFWA,Heritage Financial Corporation,NASDAQ,common_stock,False,1998-05-07,Financial Services,Banks - Regional,US,33997352.98403886,0.506,963484984.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,28.82,2026-06-11,979803713.0,8702414.2,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESQ,"Esquire Financial Holdings, Inc.",NASDAQ,common_stock,False,2017-06-27,Financial Services,Banks - Regional,US,8639430.004415011,0.396,957076055.4,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,113.25,2026-06-11,978415448.0,12410373.781875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRVS,"Corvus Pharmaceuticals, Inc.",NASDAQ,common_stock,False,2016-03-23,Healthcare,Biotechnology,US,84090400.0,0.841,975448640.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,11.6,2026-06-11,975448640.0,21797430.456875,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRST,TrustCo Bank Corp NY,NASDAQ,common_stock,False,1983-04-20,Financial Services,Banks - Regional,US,17474811.003825832,0.645,964434819.0899999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,54.89,2026-06-11,959192375.9999999,5634235.0678125,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRTS,"Virtus Investment Partners, Inc.",NASDAQ,common_stock,False,2009-01-02,Financial Services,Asset Management,US,6682122.000140262,1.365,970177293.18,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,142.59,2026-06-11,952803776.0,16000273.73125,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,"ARS Pharmaceuticals, Inc.",NASDAQ,common_stock,False,2020-12-04,Healthcare,Biotechnology,US,99303262.04379562,0.826,919548206.12,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,9.59,2026-06-11,952318282.9999999,14480016.376875,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFST,"Business First Bancshares, Inc.",NASDAQ,common_stock,False,2018-04-23,Financial Services,Banks - Regional,US,32677999.002751034,0.791,937531791.3100001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,29.08,2026-06-11,950276211.0,5674704.666875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBWM,Mercantile Bank Corporation,NASDAQ,common_stock,False,1999-07-20,Financial Services,Banks - Regional,US,17274375.00922169,0.829,931088812.5,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,54.22,2026-06-11,936616613.0000001,6839956.7671875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAFC,Hanmi Financial Corporation,NASDAQ,common_stock,False,1994-04-06,Financial Services,Banks - Regional,US,29766400.0,0.721,930795328.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,31.27,2026-06-11,930795328.0,8574591.6190625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABTC,American Bitcoin Corp,NASDAQ,common_stock,False,2018-02-26,Financial Services,Financial - Capital Markets,US,1105666665.8668265,3.7720125,906867799.4532001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,0.8335,2026-06-11,921573165.9999999,14656270.070371876,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSHD,"Goosehead Insurance, Inc",NASDAQ,common_stock,False,2018-04-27,Financial Services,Insurance - Diversified,US,24843928.997289974,1.473,916740980.1,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,36.9,2026-06-11,916740980.0,19710596.345625,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXLC,Oxford Lane Capital Corp.,NASDAQ,common_stock,False,2011-01-21,Financial Services,Asset Management,US,97600000.00000001,0.621,897919999.9999999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,9.2,2026-06-11,897920000.0000001,10657824.9165625,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XNCR,"Xencor, Inc.",NASDAQ,common_stock,False,2013-12-03,Healthcare,Biotechnology,US,74141596.02977668,0.928,877095080.68,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,12.09,2026-06-11,896371896.0,9987057.61625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGTX,MeiraGTx Holdings plc,NASDAQ,common_stock,False,2018-06-08,Healthcare,Biotechnology,US,92609500.0,1.257,852933495.0000001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,9.6,2026-06-11,889051200.0,7796390.6565625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THFF,First Financial Corporation,NASDAQ,common_stock,False,1992-03-03,Financial Services,Banks - Regional,US,11891896.000540467,0.427,880475979.84,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,74.01,2026-06-11,880119223.0,5808535.095625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETON,"Eton Pharmaceuticals, Inc.",NASDAQ,common_stock,False,2018-11-13,Healthcare,Biotechnology,US,27392357.98816568,0.889,862585353.42,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,32.11,2026-06-11,879568615.0,11313863.164375,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGBN,"Eagle Bancorp, Inc.",NASDAQ,common_stock,False,1999-07-14,Financial Services,Banks - Regional,US,30495615.994338285,0.97,861806108.1600001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,28.26,2026-06-11,861806108.0,7333403.2496875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPB,"Mid Penn Bancorp, Inc.",NASDAQ,common_stock,False,1997-12-04,Financial Services,Banks - Regional,US,25344900.0,0.477,855136926.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,33.92,2026-06-11,859699008.0,5447775.4784375,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLMA,"Olema Pharmaceuticals, Inc.",NASDAQ,common_stock,False,2020-11-19,Healthcare,Biotechnology,US,87347470.97435898,1.997,912781071.9499999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,9.75,2026-06-11,851637842.0,18407040.8625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBPH,"Theravance Biopharma, Inc.",NASDAQ,common_stock,False,2014-05-16,Healthcare,Biotechnology,US,51553004.972710736,0.183,851140112.5500001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,16.49,2026-06-11,850109052.0,6865632.6725,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABUS,Arbutus Biopharma Corporation,NASDAQ,common_stock,False,2007-07-26,Healthcare,Biotechnology,US,197537710.02331004,0.626,817806119.4,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,4.29,2026-06-11,847436776.0,7042438.3840625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFIC,MidCap Financial Investment Corporation,NASDAQ,common_stock,False,2004-04-06,Financial Services,Asset Management,US,82372628.0155642,0.656,846790615.8399999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,10.28,2026-06-11,846790616.0,10314717.571875,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXRX,"Lexicon Pharmaceuticals, Inc.",NASDAQ,common_stock,False,2000-04-07,Healthcare,Biotechnology,US,444196000.0,1.069,839530440.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,1.89,2026-06-11,839530440.0,5087389.7621875005,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANX,"Janux Therapeutics, Inc.",NASDAQ,common_stock,False,2021-06-11,Healthcare,Biotechnology,US,60984354.02635432,2.52,833046275.64,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,13.66,2026-06-11,833046276.0,15861259.3775,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRLD,World Acceptance Corporation,NASDAQ,common_stock,False,1991-11-26,Financial Services,Financial - Credit Services,US,4640322.99824829,1.199,821197961.31,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,176.97,2026-06-11,821197960.9999999,23807378.715625,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSBC,"Great Southern Bancorp, Inc.",NASDAQ,common_stock,False,1989-12-15,Financial Services,Banks - Regional,US,10893203.002524247,0.53,821238574.17,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,75.27,2026-06-11,819931390.0,6210158.7943750005,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHAT,"Phathom Pharmaceuticals, Inc.",NASDAQ,common_stock,False,2019-10-25,Healthcare,Biotechnology,US,79755900.0,0.51,819093093.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,10.27,2026-06-11,819093093.0,14548405.865625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORIC,"ORIC Pharmaceuticals, Inc.",NASDAQ,common_stock,False,2020-04-24,Healthcare,Biotechnology,US,103517562.02046035,1.059,809507334.84,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,7.82,2026-06-11,809507335.0,17297678.7025,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KURA,"Kura Oncology, Inc.",NASDAQ,common_stock,False,2015-09-16,Healthcare,Biotechnology,US,88774365.01128669,0.364,807846721.5,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,8.86,2026-06-11,786540874.0,16158324.743125001,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMBC,"Southern Missouri Bancorp, Inc.",NASDAQ,common_stock,False,1994-04-12,Financial Services,Banks - Regional,US,11015631.995517265,0.876,786350890.32,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,71.39,2026-06-11,786405968.1599776,6441113.5553125,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANA,"Sana Biotechnology, Inc.",NASDAQ,common_stock,False,2021-02-04,Healthcare,Biotechnology,US,278291589.89169675,2.159,784782283.8,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,2.77,2026-06-11,770867704.0,11149296.5978125,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGNT,"eXp World Holdings, Inc. Common Stock",NASDAQ,common_stock,False,2018-02-07,Financial Services,Real Estate - Development,US,164323924.0938166,2.089,770679203.5600001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,4.69,2026-06-11,770679204.0,6555166.886875,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORRF,"Orrstown Financial Services, Inc.",NASDAQ,common_stock,False,1999-05-13,Financial Services,Banks - Regional,US,19647800.0,0.7,770684955.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,39.14,2026-06-11,769014892.0,5994814.8046875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROOT,"Root, Inc.",NASDAQ,common_stock,False,2020-10-28,Financial Services,Insurance - Property & Casualty,US,14020059.99269273,2.864,756522437.6,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,54.74,2026-06-11,767458084.0,15799495.0675,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZVRA,"Zevra Therapeutics, Inc.",NASDAQ,common_stock,False,2015-04-16,Healthcare,Biotechnology,US,59115083.96299151,0.894,798053634.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,12.97,2026-06-11,766722639.0,15841598.359375,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGBD,"Carlyle Secured Lending, Inc.",NASDAQ,common_stock,False,2017-06-14,Financial Services,Asset Management,US,69497127.98165138,0.683,759951094.6800001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,10.9,2026-06-11,757518695.0000001,8435103.399375,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMFC,New Mountain Finance Corporation,NASDAQ,common_stock,False,2011-05-20,Financial Services,Asset Management,US,94452400.0,0.597,745229436.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,7.89,2026-06-11,745229436.0,5943150.6946875,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLYM,"Climb Bio, Inc.",NASDAQ,common_stock,False,2021-08-10,Healthcare,Biotechnology,US,68184431.98900092,0.1159031,752074285.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,10.91,2026-06-11,743892153.0,9614144.8140625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVI,Navient Corporation,NASDAQ,common_stock,False,2014-04-17,Financial Services,Financial - Credit Services,US,93989416.98352346,1.216,742516394.3000001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,7.89,2026-06-11,741576500.0,9339411.0240625,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMER,Omeros Corporation,NASDAQ,common_stock,False,2009-10-08,Healthcare,Biotechnology,US,72375355.00982319,2.526,736781113.9,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,10.18,2026-06-11,736781114.0,15873650.6184375,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GERN,Geron Corporation,NASDAQ,common_stock,False,1996-07-31,Healthcare,Biotechnology,US,641520973.6842105,0.602,705673071.4000001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,1.14,2026-06-11,731333910.0,25827959.0765625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBCP,Independent Bank Corporation,NASDAQ,common_stock,False,1985-09-04,Financial Services,Banks - Regional,US,20606156.99320498,0.708,725542787.97,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,35.32,2026-06-11,727809464.9999999,6563741.4790625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REPL,"Replimune Group, Inc.",NASDAQ,common_stock,False,2018-07-20,Healthcare,Biotechnology,US,82572619.02552205,0.914,711775975.78,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,8.62,2026-06-11,711775976.0,30054619.269375,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLRC,SLR Investment Corp.,NASDAQ,common_stock,False,2010-02-09,Financial Services,Asset Management,US,54554633.978328176,0.657,703209232.26,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,12.92,2026-06-11,704845871.0,5648820.5915625,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRMD,CorMedix Inc.,NASDAQ,common_stock,False,2010-05-13,Healthcare,Biotechnology,US,78451890.95982142,1.471,678608857.15,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,8.96,2026-06-11,702928943.0,8961273.495,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSGN,"Design Therapeutics, Inc.",NASDAQ,common_stock,False,2021-03-29,Healthcare,Biotechnology,US,62456973.97910731,1.659,665791342.84,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,10.53,2026-06-11,657671936.0,6816635.4487499995,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARE,"Carter Bankshares, Inc.",NASDAQ,common_stock,False,2007-03-15,Financial Services,Banks - Regional,US,22222000.0,0.551,638215840.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,29.56,2026-06-11,656882320.0,8181586.380625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPR,"Esperion Therapeutics, Inc.",NASDAQ,common_stock,False,2013-06-26,Healthcare,Biotechnology,US,207908719.04761904,1.067,653872917.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,3.15,2026-06-11,654912465.0,43733312.514375,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIFS,Hingham Institution for Savings,NASDAQ,common_stock,False,1988-12-14,Financial Services,Banks - Regional,US,2180250.0017178,0.841,634605367.5,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,291.07,2026-06-11,634605368.0,12082029.004375,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOD,Gladstone Commercial Corporation,NASDAQ,common_stock,False,2003-08-14,Real Estate,REIT - Diversified,US,48406992.964426875,1.067,618641370.54,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,12.65,2026-06-11,612348461.0,5646013.338125,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
